,model,data_name,sample_len,class_disbalance,f1_test_raw_disbalanced,f1_test_raw_population,f1_test_ctgan_on_disbalanced,f1_test_ctgan_on_population
1268,AdaBoost,default-of-credit-card-clients,3000,0.8,0.6682242990654206,0.652847935899669,0.5830696202531646,0.6033338250479422
1269,Naive Bayes,default-of-credit-card-clients,3000,0.8,0.6373937677053825,0.6688668866886689,0.6178107606679035,0.6547106647537063
1270,QDA,default-of-credit-card-clients,3000,0.8,0.6569767441860465,0.6749572162007986,0.6419653644784535,0.6584076144432693
1271,XGB,default-of-credit-card-clients,3000,0.8,0.6608315098468271,0.6489007328447701,0.5694613203726205,0.5990895295902883
1272,Nearest Neighbors,default-of-credit-card-clients,3000,1.0,0.6012658227848101,0.578777189888301,0.6091690544412608,0.6064797029069023
1273,Decision Tree,default-of-credit-card-clients,3000,1.0,0.671118530884808,0.6813020439061317,0.6646106399383191,0.6517200068457983
1274,Random Forest,default-of-credit-card-clients,3000,1.0,0.7003484320557491,0.6716727911806998,0.6776444320401898,0.6662549407114624
1275,Neural Net,default-of-credit-card-clients,3000,1.0,0.4828767123287671,0.4900347991142044,0.3096576392437404,0.28465632955334413
1276,AdaBoost,default-of-credit-card-clients,3000,1.0,0.6702317290552585,0.6723227149031535,0.6883040935672514,0.6758692538090897
1277,Naive Bayes,default-of-credit-card-clients,3000,1.0,0.6863468634686347,0.6622177733288844,0.6563786008230452,0.6578766337995873
1278,QDA,default-of-credit-card-clients,3000,1.0,0.7119496855345911,0.6744920993227991,0.6787082649151615,0.6687101520353115
1279,XGB,default-of-credit-card-clients,3000,1.0,0.6811352253756261,0.6757962763502077,0.6797574357493503,0.6749611197511665
1280,Nearest Neighbors,electricity,100,0.2,0.0,0.30995725819217984,0.10526315789473684,0.20333996711949467
1281,Decision Tree,electricity,100,0.2,0.4,0.6919492774992627,0.0,0.044632939513278805
1282,Random Forest,electricity,100,0.2,0.0,0.27249716330627566,0.0,0.0
1283,Neural Net,electricity,100,0.2,0.0,0.0,0.0,0.0
1284,AdaBoost,electricity,100,0.2,0.4,0.6753013131858248,0.0,0.0035218562253987984
1285,Naive Bayes,electricity,100,0.2,0.6666666666666666,0.6454999359877096,0.0,0.17913256185906481
1286,QDA,electricity,100,0.2,0.0,0.39055963375167735,0.0,0.1789780747153477
1287,XGB,electricity,100,0.2,0.5,0.41826704975049145,0.0,0.1503972758229285
1288,Nearest Neighbors,electricity,100,0.4,0.2857142857142857,0.33355462122888546,0.2926829268292683,0.277290595706078
1289,Decision Tree,electricity,100,0.4,0.8571428571428571,0.44011597650732287,0.0,0.04343413842094581
1290,Random Forest,electricity,100,0.4,1.0,0.3851172906633525,0.0,0.0
1291,Neural Net,electricity,100,0.4,0.0,0.0,0.0,0.0
1292,AdaBoost,electricity,100,0.4,0.8,0.4889808144925469,0.0,0.002694300518134715
1293,Naive Bayes,electricity,100,0.4,0.8571428571428571,0.610574650550341,0.0,0.03986170429123449
1294,QDA,electricity,100,0.4,0.8,0.5982275697004981,0.0,0.04839526171914549
1295,XGB,electricity,100,0.4,0.8888888888888888,0.5204018011776931,0.0,0.019704433497536946
1296,Nearest Neighbors,electricity,100,0.6,0.6,0.5104154267349125,0.43636363636363634,0.41838046272493573
1297,Decision Tree,electricity,100,0.6,0.36363636363636365,0.4579253680246491,0.0,0.113083115119775
1298,Random Forest,electricity,100,0.6,0.5454545454545454,0.5667768392704126,0.0625,0.2117408159497877
1299,Neural Net,electricity,100,0.6,0.25,0.22774045412024832,0.0,0.0010371292263015972
1300,AdaBoost,electricity,100,0.6,0.7142857142857143,0.6666666666666666,0.46808510638297873,0.5024879316747122
1301,Naive Bayes,electricity,100,0.6,0.7692307692307693,0.6421468926553673,0.4444444444444444,0.4809276777540433
1302,QDA,electricity,100,0.6,0.5454545454545454,0.497396375755051,0.4090909090909091,0.37534133223003724
1303,XGB,electricity,100,0.6,0.6153846153846154,0.587010720518574,0.5172413793103449,0.5472457499849823
1304,Nearest Neighbors,electricity,100,0.8,0.4,0.5927087840761575,0.6,0.5299154063060754
1305,Decision Tree,electricity,100,0.8,0.6666666666666666,0.7090851199320739,0.7272727272727273,0.6451517248196106
1306,Random Forest,electricity,100,0.8,0.36363636363636365,0.6588907680643844,0.6804123711340206,0.6447902269383388
1307,Neural Net,electricity,100,0.8,0.46153846153846156,0.5680193555482239,0.6153846153846154,0.6648334435587734
1308,AdaBoost,electricity,100,0.8,0.46153846153846156,0.7143503847894975,0.6956521739130435,0.6823173410122505
1309,Naive Bayes,electricity,100,0.8,0.47058823529411764,0.6794877808527604,0.6976744186046512,0.6556963303215385
1310,QDA,electricity,100,0.8,0.47058823529411764,0.6975476839237057,0.7058823529411765,0.6454090656425286
1311,XGB,electricity,100,0.8,0.46153846153846156,0.6869692532942899,0.673469387755102,0.6261669719033368
1312,Nearest Neighbors,electricity,100,1.0,0.7777777777777778,0.6609858806044092,0.5894736842105263,0.549191903342225
1313,Decision Tree,electricity,100,1.0,0.7058823529411765,0.6524838494096681,0.6436781609195402,0.6259197033775563
1314,Random Forest,electricity,100,1.0,0.8,0.6982398498005163,0.6947368421052632,0.6958709942481512
1315,Neural Net,electricity,100,1.0,0.8421052631578947,0.6651073583758245,0.5977011494252874,0.55662100456621
1316,AdaBoost,electricity,100,1.0,0.8,0.7221525023844184,0.76,0.6814258545862388
1317,Naive Bayes,electricity,100,1.0,0.7058823529411765,0.6864596859874867,0.6888888888888889,0.6103925572952121
1318,QDA,electricity,100,1.0,0.6666666666666666,0.6476275283042869,0.6966292134831461,0.5985640067713501
1319,XGB,electricity,100,1.0,0.7777777777777778,0.7143215450213193,0.74,0.6820691065221836
1320,Nearest Neighbors,electricity,200,0.2,0.0,0.16689466484268126,0.1935483870967742,0.27426394730576936
1321,Decision Tree,electricity,200,0.2,0.4,0.5828208420625802,0.0,0.0026892842366570127
1322,Random Forest,electricity,200,0.2,0.0,0.4655813953488372,0.0,0.0
1323,Neural Net,electricity,200,0.2,0.0,0.0,0.0,0.0
1324,AdaBoost,electricity,200,0.2,0.0,0.5371720116618076,0.0,0.0
1325,Naive Bayes,electricity,200,0.2,0.2857142857142857,0.5524869866975131,0.0,0.0024873043838739765
1326,QDA,electricity,200,0.2,0.2857142857142857,0.5710860366713681,0.0,0.0
1327,XGB,electricity,200,0.2,0.2857142857142857,0.5873389666158748,0.0,0.043683945646703574
1328,Nearest Neighbors,electricity,200,0.4,0.6666666666666666,0.40319217772665183,0.2631578947368421,0.3565913043478261
1329,Decision Tree,electricity,200,0.4,0.3333333333333333,0.5443593269167812,0.0,0.001658374792703151
1330,Random Forest,electricity,200,0.4,0.5454545454545454,0.4894484063455101,0.0,0.0010371292263015972
1331,Neural Net,electricity,200,0.4,0.2857142857142857,0.3280708509819022,0.0,0.0
1332,AdaBoost,electricity,200,0.4,0.8,0.6418237082066869,0.0,0.002073183373069348
1333,Naive Bayes,electricity,200,0.4,0.8571428571428571,0.6623413258110014,0.17777777777777778,0.1227422800543795
1334,QDA,electricity,200,0.4,0.631578947368421,0.6871733612065104,0.09302325581395349,0.08096280087527352
1335,XGB,electricity,200,0.4,0.6666666666666666,0.6349816963454737,0.21739130434782608,0.13106010096199638
1336,Nearest Neighbors,electricity,200,0.6,0.5,0.5054492613223541,0.42857142857142855,0.43308584402037187
1337,Decision Tree,electricity,200,0.6,0.42105263157894735,0.6078842125309465,0.5274725274725275,0.5971968312004875
1338,Random Forest,electricity,200,0.6,0.6666666666666666,0.6420052299253779,0.0,0.053918116889648926
1339,Neural Net,electricity,200,0.6,0.15384615384615385,0.22231664825359054,0.0,0.0
1340,AdaBoost,electricity,200,0.6,0.75,0.6945847527311171,0.12121212121212122,0.17458376446242121
1341,Naive Bayes,electricity,200,0.6,0.6666666666666666,0.6819885700239661,0.18181818181818182,0.16017480524415734
1342,QDA,electricity,200,0.6,0.7619047619047619,0.6675519072911636,0.18181818181818182,0.13537749493780735
1343,XGB,electricity,200,0.6,0.75,0.6957123896358705,0.39080459770114945,0.39548197431533344
1344,Nearest Neighbors,electricity,200,0.8,0.48,0.5603192702394527,0.4662576687116564,0.5210515713134569
1345,Decision Tree,electricity,200,0.8,0.5714285714285714,0.6635410921125207,0.63,0.6540945250350959
1346,Random Forest,electricity,200,0.8,0.6206896551724138,0.6686795958657531,0.6344086021505376,0.6710935292455495
1347,Neural Net,electricity,200,0.8,0.5333333333333333,0.5993406593406594,0.0,0.0
1348,AdaBoost,electricity,200,0.8,0.6896551724137931,0.6713524278099924,0.6153846153846154,0.6759059010460343
1349,Naive Bayes,electricity,200,0.8,0.6153846153846154,0.6590575782694638,0.6739130434782609,0.6967029688199313
1350,QDA,electricity,200,0.8,0.6666666666666666,0.6658934131005433,0.7,0.6941831057157309
1351,XGB,electricity,200,0.8,0.5384615384615384,0.6895154482525747,0.6176470588235294,0.6417621937514049
1352,Nearest Neighbors,electricity,200,1.0,0.6511627906976745,0.6590126291618829,0.5410628019323671,0.5401916081766484
1353,Decision Tree,electricity,200,1.0,0.7083333333333334,0.6787773638822269,0.6896551724137931,0.6282644381435607
1354,Random Forest,electricity,200,1.0,0.7916666666666666,0.7121364092276831,0.7021276595744681,0.6112834654716764
1355,Neural Net,electricity,200,1.0,0.6938775510204082,0.6680645455374237,0.7181818181818181,0.6496809396097291
1356,AdaBoost,electricity,200,1.0,0.8695652173913043,0.721492438458991,0.6586826347305389,0.5691067233826423
1357,Naive Bayes,electricity,200,1.0,0.9302325581395349,0.7000765948134369,0.7263157894736842,0.6198200331517878
1358,QDA,electricity,200,1.0,0.8888888888888888,0.7084635934746775,0.7487179487179487,0.6328205128205128
1359,XGB,electricity,200,1.0,0.7906976744186046,0.719839069211113,0.7448979591836735,0.6268656716417911
1360,Nearest Neighbors,electricity,300,0.2,0.15384615384615385,0.30603031280232185,0.03389830508474576,0.2738435400417021
1361,Decision Tree,electricity,300,0.2,0.36363636363636365,0.5924273157538877,0.0,0.004348726444398426
1362,Random Forest,electricity,300,0.2,0.4,0.4380846678293959,0.0,0.0
1363,Neural Net,electricity,300,0.2,0.0,0.0,0.0,0.0
1364,AdaBoost,electricity,300,0.2,0.5454545454545454,0.5510499637943519,0.0,0.0
1365,Naive Bayes,electricity,300,0.2,0.5454545454545454,0.6283607106939323,0.0,0.04402069175372756
1366,QDA,electricity,300,0.2,0.5454545454545454,0.6273736776397923,0.0,0.02963417126507255
1367,XGB,electricity,300,0.2,0.5,0.5556913784425109,0.0,0.016248457424928014
1368,Nearest Neighbors,electricity,300,0.4,0.6,0.409778478743996,0.25,0.3413093817977686
1369,Decision Tree,electricity,300,0.4,0.6,0.586226814710224,0.18181818181818182,0.12370133022623556
1370,Random Forest,electricity,300,0.4,0.47058823529411764,0.44187480727721246,0.0,0.00041498080713766987
1371,Neural Net,electricity,300,0.4,0.0,0.06865671641791045,0.0,0.0
1372,AdaBoost,electricity,300,0.4,0.7272727272727273,0.621160409556314,0.0,0.0024873043838739765
1373,Naive Bayes,electricity,300,0.4,0.7,0.6483017889551465,0.09523809523809523,0.08633521881512354
1374,QDA,electricity,300,0.4,0.7,0.6621536918641093,0.09523809523809523,0.09914260372523899
1375,XGB,electricity,300,0.4,0.6956521739130435,0.6554255848680935,0.11594202898550725,0.126999148291852
1376,Nearest Neighbors,electricity,300,0.6,0.5405405405405406,0.46808231747280116,0.41711229946524064,0.4546903595253557
1377,Decision Tree,electricity,300,0.6,0.7567567567567568,0.6623726431666471,0.4968152866242038,0.508479288295802
1378,Random Forest,electricity,300,0.6,0.625,0.6239927216012477,0.02197802197802198,0.016654672560912923
1379,Neural Net,electricity,300,0.6,0.16,0.29336224149432955,0.0,0.0
1380,AdaBoost,electricity,300,0.6,0.7058823529411765,0.6600985221674877,0.2641509433962264,0.2530131238282296
1381,Naive Bayes,electricity,300,0.6,0.3333333333333333,0.4439200880918672,0.14953271028037382,0.19087438647518634
1382,QDA,electricity,300,0.6,0.45161290322580644,0.5519048293442855,0.1651376146788991,0.20936688457060984
1383,XGB,electricity,300,0.6,0.5945945945945946,0.6862514688601645,0.3230769230769231,0.3745143745143745
1384,Nearest Neighbors,electricity,300,0.8,0.56,0.6198792928483683,0.49327354260089684,0.5084782846515699
1385,Decision Tree,electricity,300,0.8,0.6792452830188679,0.730707471427222,0.6060606060606061,0.6083362039269721
1386,Random Forest,electricity,300,0.8,0.6046511627906976,0.7440724865715371,0.11678832116788321,0.16028067583787278
1387,Neural Net,electricity,300,0.8,0.16666666666666666,0.1943948589789361,0.09375,0.06456112384178539
1388,AdaBoost,electricity,300,0.8,0.6666666666666666,0.738255033557047,0.5392156862745098,0.5563456979947466
1389,Naive Bayes,electricity,300,0.8,0.75,0.7029486293480764,0.4235294117647059,0.44429688652796223
1390,QDA,electricity,300,0.8,0.6829268292682927,0.6597152847152847,0.41420118343195267,0.40361854504334715
1391,XGB,electricity,300,0.8,0.6363636363636364,0.7030406365444729,0.5123152709359606,0.5011335012594459
1392,Nearest Neighbors,electricity,300,1.0,0.5454545454545454,0.6395079950799508,0.535031847133758,0.5507557289127255
1393,Decision Tree,electricity,300,1.0,0.5581395348837209,0.736026065951351,0.7082294264339152,0.7161643835616438
1394,Random Forest,electricity,300,1.0,0.6,0.7315650759827287,0.7297297297297297,0.7135116972573396
1395,Neural Net,electricity,300,1.0,0.5538461538461539,0.6867181261644929,0.6759776536312849,0.6953723034098817
1396,AdaBoost,electricity,300,1.0,0.5531914893617021,0.7683120582917876,0.6946778711484594,0.7133919586997419
1397,Naive Bayes,electricity,300,1.0,0.5306122448979592,0.7110484780157835,0.6974063400576369,0.6988155668358714
1398,QDA,electricity,300,1.0,0.5714285714285714,0.7012389380530973,0.6974063400576369,0.6988894384245312
1399,XGB,electricity,300,1.0,0.625,0.7725277022789044,0.6565349544072948,0.6558459941492876
1400,Nearest Neighbors,electricity,400,0.2,0.0,0.20044662795891022,0.08108108108108109,0.2527972837410294
1401,Decision Tree,electricity,400,0.2,0.26666666666666666,0.5364089264996929,0.0,0.00041489472046468207
1402,Random Forest,electricity,400,0.2,0.0,0.19903721533049434,0.0,0.0
1403,Neural Net,electricity,400,0.2,0.0,0.0,0.0,0.0
1404,AdaBoost,electricity,400,0.2,0.0,0.5579294522512188,0.0,0.0
1405,Naive Bayes,electricity,400,0.2,0.2,0.5295724728642103,0.0,0.03165849673202614
1406,QDA,electricity,400,0.2,0.0,0.5847227066620161,0.0,0.027021494370522006
1407,XGB,electricity,400,0.2,0.3333333333333333,0.5243391593239924,0.0,0.028568513416998266
1408,Nearest Neighbors,electricity,400,0.4,0.23076923076923078,0.49519102324338765,0.4,0.4237857007155975
1409,Decision Tree,electricity,400,0.4,0.4,0.6773471551419484,0.07228915662650602,0.04877555150779195
1410,Random Forest,electricity,400,0.4,0.38461538461538464,0.5819968607111172,0.0,0.0031081641110650643
1411,Neural Net,electricity,400,0.4,0.0,0.0,0.0,0.0
1412,AdaBoost,electricity,400,0.4,0.2962962962962963,0.6672532998114393,0.0,0.0
1413,Naive Bayes,electricity,400,0.4,0.3076923076923077,0.639344262295082,0.16091954022988506,0.1073878110915148
1414,QDA,electricity,400,0.4,0.3076923076923077,0.6499548910942131,0.16091954022988506,0.10271488777810447
1415,XGB,electricity,400,0.4,0.35714285714285715,0.6923076923076923,0.42016806722689076,0.39154097341004507
1416,Nearest Neighbors,electricity,400,0.6,0.5714285714285714,0.5884293759599523,0.4715447154471545,0.47126643847955324
1417,Decision Tree,electricity,400,0.6,0.48484848484848486,0.6845184247029733,0.19117647058823528,0.1761310742878421
1418,Random Forest,electricity,400,0.6,0.6,0.6764856411714529,0.01652892561983471,0.03844980164784864
1419,Neural Net,electricity,400,0.6,0.4375,0.4043882592269689,0.0,0.0
1420,AdaBoost,electricity,400,0.6,0.5,0.7223799384906553,0.36363636363636365,0.34980862040272925
1421,Naive Bayes,electricity,400,0.6,0.5405405405405406,0.698286122351821,0.21897810218978103,0.21953454278907825
1422,QDA,electricity,400,0.6,0.5294117647058824,0.6708653482806399,0.2074074074074074,0.21540158059180298
1423,XGB,electricity,400,0.6,0.6666666666666666,0.7246131254941828,0.22535211267605634,0.2882066193449072
1424,Nearest Neighbors,electricity,400,0.8,0.576271186440678,0.6175895765472312,0.5096952908587258,0.5291950542518294
1425,Decision Tree,electricity,400,0.8,0.7457627118644068,0.7180438816723065,0.6381156316916489,0.6971517147839565
1426,Random Forest,electricity,400,0.8,0.7586206896551724,0.7207495177734913,0.680365296803653,0.7048040201005025
1427,Neural Net,electricity,400,0.8,0.5818181818181818,0.6100492402181394,0.6153846153846154,0.6675209531066011
1428,AdaBoost,electricity,400,0.8,0.6885245901639344,0.7458915475616937,0.6714975845410628,0.6960843115414275
1429,Naive Bayes,electricity,400,0.8,0.5897435897435898,0.7062566277836692,0.6600985221674877,0.707545945945946
1430,QDA,electricity,400,0.8,0.5681818181818182,0.7027949486139027,0.6521739130434783,0.7065786088000686
1431,XGB,electricity,400,0.8,0.6779661016949152,0.7567825856118927,0.6137566137566137,0.627773834871067
1432,Nearest Neighbors,electricity,400,1.0,0.5945945945945946,0.6632285199278991,0.5012787723785166,0.4992554775579664
1433,Decision Tree,electricity,400,1.0,0.5507246376811594,0.7012882851270741,0.6820276497695853,0.7094641135142582
1434,Random Forest,electricity,400,1.0,0.7605633802816901,0.7480680061823802,0.6503667481662592,0.7004703115814227
1435,Neural Net,electricity,400,1.0,0.6753246753246753,0.6774736055311595,0.7039337474120083,0.7005277601857716
1436,AdaBoost,electricity,400,1.0,0.7297297297297297,0.7472033608519368,0.6792452830188679,0.7022966097665351
1437,Naive Bayes,electricity,400,1.0,0.6181818181818182,0.5872553102873802,0.7346072186836518,0.7050479401077011
1438,QDA,electricity,400,1.0,0.631578947368421,0.643993275572223,0.7238493723849372,0.7046726539112326
1439,XGB,electricity,400,1.0,0.72,0.751108675071005,0.6178861788617886,0.6138624806544329
1440,Nearest Neighbors,electricity,500,0.2,0.3333333333333333,0.2947507865540652,0.22556390977443608,0.3355742296918767
1441,Decision Tree,electricity,500,0.2,0.4,0.5474891989517672,0.0,0.0
1442,Random Forest,electricity,500,0.2,0.2,0.4401263823064771,0.0,0.0
1443,Neural Net,electricity,500,0.2,0.0,0.0,0.0,0.0
1444,AdaBoost,electricity,500,0.2,0.47058823529411764,0.6064498496857065,0.0,0.0
1445,Naive Bayes,electricity,500,0.2,0.2857142857142857,0.5582655826558266,0.0,0.01195999587586349
1446,QDA,electricity,500,0.2,0.46153846153846156,0.5854682906341874,0.0,0.007441091360066143
1447,XGB,electricity,500,0.2,0.42857142857142855,0.5674702133555002,0.037037037037037035,0.04815184815184815
1448,Nearest Neighbors,electricity,500,0.4,0.25,0.48921717338257603,0.4224137931034483,0.4861865680268177
1449,Decision Tree,electricity,500,0.4,0.42857142857142855,0.664474803015702,0.0,0.016206790440045134
1450,Random Forest,electricity,500,0.4,0.625,0.6265314187854037,0.019801980198019802,0.0016588906168999481
1451,Neural Net,electricity,500,0.4,0.0,0.08388303632962489,0.0,0.0
1452,AdaBoost,electricity,500,0.4,0.6666666666666666,0.6962056303549572,0.0,0.0
1453,Naive Bayes,electricity,500,0.4,0.5384615384615384,0.5189253376873979,0.11009174311926606,0.15852968897266728
1454,QDA,electricity,500,0.4,0.6,0.5932474765053951,0.09345794392523364,0.13495872528316374
1455,XGB,electricity,500,0.4,0.5806451612903226,0.715906432748538,0.19047619047619047,0.2558440438195463
1456,Nearest Neighbors,electricity,500,0.6,0.5084745762711864,0.562178517397882,0.49523809523809526,0.5166475315729047
1457,Decision Tree,electricity,500,0.6,0.5660377358490566,0.6414885777450258,0.5478723404255319,0.6484625761734195
1458,Random Forest,electricity,500,0.6,0.6792452830188679,0.66564266404522,0.12345679012345678,0.16296855820980077
1459,Neural Net,electricity,500,0.6,0.5333333333333333,0.4822627037392138,0.0,0.0
1460,AdaBoost,electricity,500,0.6,0.8148148148148148,0.7114436517603387,0.5811965811965812,0.6171459357532494
1461,Naive Bayes,electricity,500,0.6,0.7037037037037037,0.6887432855203353,0.5966386554621849,0.6061146147518508
1462,QDA,electricity,500,0.6,0.6938775510204082,0.6389597461581534,0.6115702479338843,0.6566311964702829
1463,XGB,electricity,500,0.6,0.7547169811320755,0.7105080027835768,0.39655172413793105,0.5147488705819825
1464,Nearest Neighbors,electricity,500,0.8,0.6571428571428571,0.59702340377187,0.4744897959183674,0.5031990122348188
1465,Decision Tree,electricity,500,0.8,0.59375,0.5707430856381206,0.6253521126760564,0.6435076292141608
1466,Random Forest,electricity,500,0.8,0.6956521739130435,0.7078906113917436,0.352,0.3392766174223128
1467,Neural Net,electricity,500,0.8,0.5588235294117647,0.5942555685814771,0.0,0.0
1468,AdaBoost,electricity,500,0.8,0.7792207792207793,0.7499739121360743,0.6107784431137725,0.6513221697808237
1469,Naive Bayes,electricity,500,0.8,0.38461538461538464,0.45625243474873395,0.41911764705882354,0.44439204590112397
1470,QDA,electricity,500,0.8,0.38461538461538464,0.4763644667732359,0.4132841328413284,0.4408227848101266
1471,XGB,electricity,500,0.8,0.7246376811594203,0.729530239743663,0.5747126436781609,0.5552242675654654
1472,Nearest Neighbors,electricity,500,1.0,0.6415094339622641,0.6387059982373373,0.5338645418326693,0.5043930335326228
1473,Decision Tree,electricity,500,1.0,0.7843137254901961,0.7366568307708237,0.7213114754098361,0.6774805140088477
1474,Random Forest,electricity,500,1.0,0.7843137254901961,0.7218077630014056,0.7146067415730337,0.6415818551904623
1475,Neural Net,electricity,500,1.0,0.7358490566037735,0.6609284043982288,0.038910505836575876,0.017610320466878264
1476,AdaBoost,electricity,500,1.0,0.8631578947368421,0.7361765720197724,0.7136752136752137,0.665200901445611
1477,Naive Bayes,electricity,500,1.0,0.7954545454545454,0.653250773993808,0.56657223796034,0.5216555801921655
1478,QDA,electricity,500,1.0,0.8297872340425532,0.6766415234326697,0.5444126074498568,0.5140813589628968
1479,XGB,electricity,500,1.0,0.8,0.7571215986394558,0.5895196506550219,0.5902300730563733
1480,Nearest Neighbors,electricity,1000,0.2,0.14285714285714285,0.272758152173913,0.22900763358778625,0.3722156320021089
1481,Decision Tree,electricity,1000,0.2,0.5454545454545454,0.4610439308127966,0.0,0.00020751193193608634
1482,Random Forest,electricity,1000,0.2,0.4375,0.3362575589813474,0.0,0.0
1483,Neural Net,electricity,1000,0.2,0.0,0.0,0.0,0.0
1484,AdaBoost,electricity,1000,0.2,0.5882352941176471,0.5045045045045045,0.0,0.0
1485,Naive Bayes,electricity,1000,0.2,0.5263157894736842,0.5690084703537618,0.4264705882352941,0.4163238970884749
1486,QDA,electricity,1000,0.2,0.5238095238095238,0.5898028552005439,0.44285714285714284,0.4161700756965695
1487,XGB,electricity,1000,0.2,0.5945945945945946,0.549138366140313,0.1391304347826087,0.12619320351279115
1488,Nearest Neighbors,electricity,1000,0.4,0.41379310344827586,0.4776949152542373,0.3225806451612903,0.41880768271389374
1489,Decision Tree,electricity,1000,0.4,0.5316455696202531,0.5991465528737165,0.18018018018018017,0.23726346433770015
1490,Random Forest,electricity,1000,0.4,0.5,0.6064773430516399,0.009950248756218905,0.009499225606608156
1491,Neural Net,electricity,1000,0.4,0.0392156862745098,0.07954095765730115,0.0,0.0
1492,AdaBoost,electricity,1000,0.4,0.6666666666666666,0.6542673838377292,0.07692307692307693,0.12237354085603112
1493,Naive Bayes,electricity,1000,0.4,0.6548672566371682,0.7055898046935709,0.09433962264150944,0.1386481802426343
1494,QDA,electricity,1000,0.4,0.6666666666666666,0.7198693636746734,0.11214953271028037,0.1449803432735641
1495,XGB,electricity,1000,0.4,0.7032967032967034,0.7250528293026532,0.14912280701754385,0.1537021435926238
1496,Nearest Neighbors,electricity,1000,0.6,0.5789473684210527,0.5608748481166465,0.3929203539823009,0.4237521946325558
1497,Decision Tree,electricity,1000,0.6,0.6923076923076923,0.6298157453936348,0.15902140672782875,0.1376923076923077
1498,Random Forest,electricity,1000,0.6,0.6792452830188679,0.6333729686880698,0.0,0.0026940213449383483
1499,Neural Net,electricity,1000,0.6,0.3170731707317073,0.2699889069033194,0.0,0.0
1500,AdaBoost,electricity,1000,0.6,0.6923076923076923,0.6715591605510494,0.05161290322580645,0.05413019418452561
1501,Naive Bayes,electricity,1000,0.6,0.6391752577319587,0.5750247489746854,0.19701492537313434,0.16385998107852412
1502,QDA,electricity,1000,0.6,0.6274509803921569,0.6333333333333333,0.1651376146788991,0.13046415130753644
1503,XGB,electricity,1000,0.6,0.7333333333333333,0.7303245495627678,0.13142857142857142,0.16270020812596145
1504,Nearest Neighbors,electricity,1000,0.8,0.5827814569536424,0.623827444812672,0.461133069828722,0.4777639604429443
1505,Decision Tree,electricity,1000,0.8,0.6716417910447762,0.6812770893107869,0.650381679389313,0.6521544845196298
1506,Random Forest,electricity,1000,0.8,0.7050359712230215,0.7299836831148371,0.05339805825242718,0.03864144803742119
1507,Neural Net,electricity,1000,0.8,0.5915492957746479,0.6150294355304167,0.0,0.0
1508,AdaBoost,electricity,1000,0.8,0.7092198581560284,0.7386896831373457,0.10377358490566038,0.10144216619248504
1509,Naive Bayes,electricity,1000,0.8,0.6423357664233577,0.692768255459028,0.0861244019138756,0.060362173038229376
1510,QDA,electricity,1000,0.8,0.6619718309859155,0.6735423870275427,0.0861244019138756,0.050156739811912224
1511,XGB,electricity,1000,0.8,0.7643312101910829,0.7635633680555556,0.42474916387959866,0.41034608378870674
